SITE_NAME,Acinonyx,Aeretes,Ailuropoda,Alactagulus,Alces,Alilepus,Allactaga,Allocricetus,Allophaiomys,Alticola,Amblonyx,Anancus,Anourosorex,Antilope,Antilospira,Apodemus,Arctonyx,Arvicola,Asoriculus,Atherurus,Axis,Bandicota,Baranogale,Barbastella,Belomys,Beremendia,Bibos,Bison,Blarinella,Blarinoides,Borsodia,Bos,Boselaphus,Bubalus,Budorcas,Callosciurus,Camelus,Canis,Capra,Capreolus,Capricornis,Castillomys,Castor,Catopuma,Cervalces,Cervavitus,Cervulus,Cervus,Chardinomys,Chasmaporthetes,Chimarrogale,Chionomys,Chiropodomys,Clethrionomys,Coelodonta,Cricetulus,Cricetus,Crocidura,Crocuta,Croizetoceros,Cromeromys,Cuon,Cynotherium,Dama,Deinsdorfia,Desmana,Dicerorhinus,Dicrostonyx,Dinaromys,Dipus,Dolinasorex,Dolomys,Dorcabune,Drepanosorex,Dryomys,Duboisia,Elaphodus,Elaphurus,Elasmotherium,Elephas,Eliomys,Ellobius,Enhydrictis,Eolagurus,Eothenomys,Eptesicus,Equus,Erinaceus,Eucladoceros,Eucyon,Felis,Galemys,Gallogoral,Gazella,Gazellospira,Gerbillus,Germanomys,Gigantopithecus,Glirulus,Glis,Gulo,Hapalomys,Haploidoceros,Helarctos,Hemibos,Hemiechinus,Hemitragus,Hesperotherium,Hexaprotodon,Hipparion,Hippopotamodon,Hippopotamus,Hipposideros,Homo,Homotherium,Huaxiamys,Hyaena,Hydropotes,Hylobates,Hylomys,Hylopetes,Hyperacrius,Hypolagus,Hystrix,Ia,Jordanomys,Kislangia,Kowalskia,Lagurodon,Lagurus,Lasiopodomys,Lemmus,Leopoldamys,Leptobos,Lepus,Libralces,Lutra,Lynx,Macaca,Machairodus,Mammuthus,Manis,Marmota,Martes,Maxomys,Megaderma,Megaloceros,Megalovis,Megantereon,Megatapirus,Meles,Melogale,Meriones,Mesocricetus,Metacervocerus,Micromys,Microtus,Mimomys,Miniopterus,Mogera,Moschus,Muntiacus,Murina,Mus,Muscardinus,Mustela,Myomimus,Myopus,Myospalax,Myotis,Naemorhedus,Neofelis,Neomys,Nesiotites,Nestoritherium,Neurotrichus,Nipponicervus,Niviventer,Nomascus,Nyctereutes,Ochotona,Ochotonoides,Orientalomys,Oryctolagus,Ovibos,Ovis,Pachycrocuta,Paguma,Palaeoloxodon,Palaeotragus,Pannonictis,Panthera,Paracamelus,Paradolichopithecus,Paradoxurus,Paralactaga,Parameles,Pelorovis,Petaurista,Petenyia,Plecotus,Pliocrocuta,Pliolagus,Pliomys,Plioscirtopoda,Pliosiphneus,Pliotragus,Poephagus,Pongo,Pontoceros,Postschizotherium,Potamochoerus,Praemegaceros,Praeovibos,Presbytis,Prionailurus,Proboscidipparion,Procamptoceras,Procapra,Procapreolus,Procynocephalus,Prolagurus,Prolagus,Prometheomys,Promimomys,Prosiphneus,Pseudaxis,Pseudodama,Pseudois,Puma,Pygathrix,Pygeretmus,Rangifer,Rattus,Rhagamys,Rhagapodemus,Rhinoceros,Rhinolophus,Rhinopithecus,Rhizomys,Rupicapra,Rusa,Saiga,Scaptochirus,Scaptonyx,Sciurotamias,Sciurus,Semnopithecus,Sericolagus,Sicista,Sinomastodon,Sinomegaceros,Soergelia,Sorex,Soriculus,Spalax,Spermophilinus,Spermophilus,Spirocerus,Stegodon,Stephanomys,Stephanorhinus,Sundasciurus,Sus,Talpa,Tamias,Tapirus,Terricola,Tetraceros,Trachypithecus,Tragulus,Trogontherium,Typhlomys,Tyrrhenicola,Ungaromys,Uropsilus,Ursus,Vernaya,Vespertilio,Villanyia,Viverra,Viverricula,Vormela,Vulpes,Wushanomys,Xenocyon,Yangia,Zygolophodon,LAT,LONG,ALTITUDE,MAX_AGE,BFA_MAX,BFA_MAX_ABS,MIN_AGE,BFA_MIN,BFA_MIN_ABS,CHRON,COUNTRY,age_range,Gen_Count,N_Herb,N_NonHerb,PropHerb
Aba Zawei,0.005527469,8.07461e-05,0.037356585,0.003054256,0.071772724,0.000294122,0.003947742,0.000301501,0.097698979,0.000118384,0.001336228,0.004766917,5.33184e-05,0.001629574,0.002164747,0.002088389,0.010782961,0.0052352,0.006753169,0.00075179,0.018400425,0.000823408,0.000153485,7.6591e-06,7.88455e-06,0.008621532,0.038886432,0.471155435,0.000226284,0.00051157,0.007969697,0.658739865,0.002378044,0.304325521,0.000442916,0.000105372,0.078366868,0.515056431,0.056036621,0.21749486,0.001447506,0.005097874,0.010934073,0.006849598,0.000232674,0.015325499,0.001105129,0.747108221,0.006242123,9.21342e-05,8.54515e-06,0.000226211,0.001033365,0.003818245,0.778142512,0.098907404,0.001058173,0.011009838,0.28859356,0.001000495,9.10185e-05,0.005580923,0.005723836,0.015493491,0.000271485,0.005053981,0.052206997,0.0013735,0.00013732,0.000304973,7.65299e-06,5.40677e-05,0.007200534,0.000446062,0.000195355,0.000923132,0.002329455,0.06475278,0.093477435,0.189397335,0.004128017,0.0052399,0.000414825,0.007809893,3.90106e-05,0.000236238,0.884657562,0.009358378,0.000691549,0.005014691,0.003016975,0.002419303,0.000312717,0.83905822,0.001761575,9.23428e-05,8.75093e-05,0.009349223,4.76612e-05,0.000747813,0.004062145,0.000688411,9.74775e-06,0.001644866,0.004011097,0.000205593,0.00351481,0.000842595,0.005602027,0.195741951,4.10854e-05,0.046235077,0.001300375,0.155551165,0.000916205,0.002655797,0.043577231,0.01178802,0.007531468,0.000103132,9.32448e-05,0.00016592,0.004314567,0.018534174,0.001205951,0.013411121,9.97332e-05,0.004028651,0.006248385,0.003918952,0.011797617,0.001420057,0.00013311,0.002027213,0.033022769,0.000762609,0.001019411,0.002985046,0.006269816,0.000428296,0.369131863,0.00282168,0.016880266,0.001993189,0.000113856,0.000239292,0.131403789,0.005381231,0.003654417,0.009024969,0.042527515,0.000273651,0.014471052,0.004438567,0.003312904,0.000783033,0.013835378,0.010674389,0.000224793,7.76458e-05,0.000731087,0.118808657,0.00034614,0.010533459,1.64582e-05,0.016231354,0.007536013,0.000802725,0.19430092,0.000189839,0.000956221,0.000208691,0.001255395,0.001141616,0.012211767,0.00018126,0.008497724,0.002224382,0.012062158,0.002643688,0.054861259,0.053187594,0.003815969,0.000498836,0.008463611,0.487575799,0.117058553,0.002335158,0.300001919,0.003155803,0.001994329,0.179129511,0.062352944,0.000444308,0.00412861,0.001724365,0.000681998,7.00965e-05,0.00089674,0.0022865,1.4856e-05,0.001987054,0.000157892,0.000434124,4.97795e-05,0.004847788,0.000791184,0.066039689,0.011858517,0.001046445,0.003382812,0.000946088,0.029425753,0.013544471,0.000632363,0.001549657,0.085252538,1.50675e-05,0.145428583,0.015789866,0.00043426,0.007372865,0.003253405,0.000149014,0.000365474,0.092562482,0.147026166,0.00423455,7.46045e-05,0.000642756,0.001085806,0.00352612,0.321766555,0.001966402,0.001998864,0.00117446,0.173387125,2.43128e-05,0.011238041,0.016811708,0.004333855,0.05507943,0.152107954,0.000619667,1.30766e-05,9.72626e-07,0.000867131,0.002632963,5.18391e-06,0.000264565,0.008714308,0.192761987,0.000487079,0.008090963,0.000388381,0.001739515,0.000571951,0.008537119,0.389903635,0.140713111,0.000260829,0.035070155,0.000213899,0.201822951,0.005434497,3.56144e-05,0.006523825,0.003472431,0.0019524,0.00174394,0.001216796,0.001180669,0.000729203,0.002427071,0.001247574,0.000166346,0.115631983,7.34245e-05,8.10818e-05,0.030198671,0.001250196,0.003401602,0.00044001,0.065684728,9.79863e-05,0.001076222,1.75448e-05,0.001333403,33.25,102.4166667,\N,0.0295,\N,C14,0.0235,\N,C14,\N,China,0.006,290,4,0,0.0137931034482759
Abric Romani,0.00499612,0.000491862,0.011589214,0.000400144,0.438808441,0.00096488,0.002167631,0.00901929,0.022120193,0.000484138,0.00030449,0.00229125,0.000289772,8.21951e-05,0.001598123,0.158974543,0.004110899,0.26962772,0.012564676,1.89345e-05,3.21391e-05,0.000315863,0.000537827,0.000152298,0.000118077,0.007869012,0.000661496,0.724629819,0.00036867,0.000452393,0.001731343,0.783727109,0.000305265,0.067145564,0.000188026,0.000161298,0.150240213,0.853809118,0.928775668,0.890225112,0.000239567,0.005874827,0.091291793,0.000393983,0.039737377,2.90447e-05,5.63876e-05,0.915149093,0.000861916,0.000128153,4.82021e-05,0.000618989,0.000389907,0.242718458,0.406959683,0.228517711,0.01151599,0.119458839,0.696600139,0.000606163,6.61946e-05,0.134256721,0.000183267,0.209663793,0.000260008,0.009332889,0.018388649,0.047811404,0.00359584,5.55898e-06,0.000139597,0.000102605,0.000774027,0.000614349,0.000352243,6.65155e-05,9.32646e-05,0.008464851,0.003067563,0.007487818,0.161602661,0.002015827,0.0006625,0.000783211,0.000844932,0.000268446,0.930544257,0.136114955,3.41647e-05,0.001886313,0.360541761,0.001238351,0.000390797,0.190937772,0.000333459,0.002029167,0.000212424,0.000272708,9.66727e-05,0.039414376,0.060976326,5.93352e-05,1.94943e-05,4.43982e-05,0.002933183,0.000516965,0.080157116,0.000134101,0.000156593,0.002238558,6.69349e-06,0.156488433,0.000970478,0.895407677,0.005518938,6.68689e-05,0.027129641,0.016739687,0.001405572,0.000120883,5.35646e-05,0.003238513,0.01860214,0.118349276,0.005285298,0.001133977,0.000591507,5.69645e-05,0.001144194,0.003547334,0.005398496,0.126135066,0.000351559,0.002331624,0.336434722,0.005717855,0.019129524,0.012084653,0.063047379,0.005660249,0.191741481,0.00083391,0.003880288,0.234099671,2.15023e-05,0.000178216,0.915179729,0.000360639,0.000459189,0.003821377,0.588509202,0.000335885,0.012187461,0.007078918,0.005529317,0.002325556,0.108490467,0.00765127,0.000441247,0.000767299,0.014172046,0.005794269,0.00322715,0.008943896,0.002510555,0.840859354,0.00492709,0.021721456,0.040463179,0.00472784,0.000261733,0.000403104,0.305052191,1.70499e-05,0.000682958,6.59549e-05,6.82768e-06,0.012796174,0.000776287,0.001990828,0.050461113,0.000607049,0.002460872,0.002835216,0.148130342,0.510805368,0.091810241,0.001568006,0.389523149,0.00096556,0.009037751,0.861778677,0.004132202,0.000143759,5.4188e-05,0.000362177,0.000387837,0.000398561,0.000579022,0.002416343,0.001267462,0.009377478,7.99117e-05,0.051916901,7.25952e-05,0.000187468,0.000628595,0.034092974,0.000243145,4.05893e-05,0.025121229,4.16009e-05,0.014848785,0.005286803,7.69814e-05,0.002105265,0.00103956,4.19569e-06,0.06584841,0.001666336,0.000278873,0.001134248,0.000478197,0.00021727,0.000302379,0.02943244,0.096533462,0.000478742,0.000644419,0.000936041,0.002300907,0.003830092,0.482092381,0.085040517,2.5354e-05,8.00558e-05,0.006974002,0.003350656,0.000625728,0.01711194,0.803874314,0.002394523,0.042262129,0.003334334,2.44165e-05,3.78308e-06,0.056451973,0.000161899,1.47964e-06,0.001720529,0.003309181,0.179239556,0.000433921,0.224839523,0.000822092,0.000624818,0.006818747,0.006668047,0.025855942,0.002058159,5.25939e-05,0.746363342,0.00032191,0.817831516,0.174398333,0.000361581,0.002529114,0.028451232,0.000467453,0.0002489,0.001730838,0.024512988,0.001149124,1.02909e-05,0.000345729,0.000286897,0.918927789,0.000171994,0.000489561,0.003406895,0.002015276,0.001518534,0.002138248,0.769611657,0.000275911,0.003699918,1.16376e-05,0.000783507,41.5307542,1.6796126,\N,0.07,\N,U-series,0.04,\N,U-series,Mousterian,Spain,0.03,290,6,5,0.0206896551724138
Acheng_Jiaojie,0.058679741,0.000580677,0.01128535,0.000634904,0.100538239,0.002179739,0.007909069,0.031414166,0.079419486,0.001137336,0.001336906,0.003852716,0.001345413,0.000686543,0.001486133,0.311809063,0.00963378,0.204431251,0.025969693,0.000934318,0.000313811,0.002161168,0.005563416,0.000697401,0.000720197,0.031625953,0.001819471,0.621922553,0.000473438,0.002861591,0.001898055,0.738370597,0.000809737,0.137429044,0.001705472,0.000826576,0.03779681,0.890503526,0.274176627,0.82334888,0.005900434,0.013291074,0.186207145,0.000637489,0.003141567,0.000584102,0.000111762,0.90291822,0.001009808,0.000349631,2.52185e-05,0.000766275,0.006107795,0.086318947,0.251850128,0.457536221,0.021060707,0.543123305,0.678893685,0.002177518,7.6973e-05,0.238516062,0.000346302,0.237721309,0.001402971,0.027889811,0.040186588,0.003396175,0.001896815,6.68397e-05,0.000392054,0.001035765,0.000291811,0.009632942,0.001562739,0.00040421,0.000479473,0.004605765,0.012496335,0.013523883,0.171205938,0.005317552,0.005619349,0.002072434,0.000557077,0.000809175,0.914777637,0.457489192,0.000331518,0.005524639,0.186333597,0.009124072,0.001205262,0.275815278,0.003380259,0.003479075,0.000291453,0.000838318,0.001146796,0.03087803,0.03603363,0.000606708,3.74525e-05,0.001208661,0.000885078,0.00145268,0.11610052,0.000621528,0.000705951,0.014763127,6.51114e-05,0.063381076,0.030552736,0.824143231,0.026632573,0.000475348,0.08683522,0.043080647,0.001538455,8.98862e-05,0.003375135,0.000789705,0.058454134,0.300561041,0.001708571,0.001682765,0.000237282,0.000268909,0.008575325,0.004106543,0.020255415,0.01022711,0.000952957,0.002469814,0.541641474,0.001797,0.089736387,0.304039121,0.276230007,0.000859735,0.167659268,0.000826118,0.217577949,0.37671715,0.000997226,0.00286439,0.359898895,0.00135741,0.016260015,0.003895392,0.830343306,0.000215324,0.022631036,0.007520893,0.005470463,0.011676154,0.361940384,0.018006582,0.010979437,0.003874671,0.036498684,0.017935039,0.008838011,0.059642486,0.002335952,0.831406653,0.007751549,0.003309532,0.094402462,0.035922866,0.008384187,0.001075604,0.060387749,0.000352522,0.000568256,0.001328091,0.000588871,0.011209217,0.00048398,0.025532145,0.108150065,0.005307621,0.001457978,0.040399652,0.001320342,0.30696094,0.087688461,0.009890206,0.17349939,0.006805752,0.020500956,0.799773157,0.005146767,0.000880228,0.000386588,0.000219556,0.000804202,0.000214232,0.004647362,0.007936432,0.000987679,0.018239828,0.00078584,0.0367474,8.53856e-05,0.000807189,0.001381413,0.002963311,0.001156415,0.000673597,0.002220763,0.000103691,0.027004503,0.017492158,0.00076871,0.007775384,0.005843533,0.000180818,0.014479676,0.001004616,0.000157657,0.003373695,0.001282825,0.001333305,0.000256986,0.011543597,0.032698996,0.00171304,0.00089112,0.001057096,0.000346559,0.000440513,0.098062746,0.084927015,0.000267289,0.000162175,0.004035162,0.060727883,0.001238983,0.022016976,0.026494015,0.004541052,0.010500773,0.022942146,5.02486e-05,0.000533309,0.094104357,0.000516615,6.62001e-05,0.005874181,0.002111377,0.327887237,0.013430978,0.450234503,0.001324557,0.003419287,0.00240341,0.023616496,0.024130926,0.006226416,0.000476462,0.69981885,0.002055517,0.81440711,0.239642739,0.001783865,0.004199166,0.058948703,0.000296955,0.001958642,0.000174009,0.020766852,0.000557465,0.000163253,0.007351824,0.000239568,0.905732453,0.000147489,0.00068589,0.004271689,0.001340738,0.002847917,0.002793158,0.881671607,0.000223583,0.010900774,2.22372e-05,0.002573573,45.35194444,127.0880556,\N,0.266,\N,U-series,0.154,\N,U-series,\N,China,0.112,290,5,2,0.0172413793103448
Adler cave,0.048830628,0.000441099,0.012529189,0.012943535,0.414038539,0.00034015,0.039623648,0.038544115,0.260899127,0.003845701,0.000238639,0.001602264,0.009719917,0.000415814,0.000287493,0.569760263,0.003894123,0.806821287,0.193862006,0.000600605,0.002972789,0.002174562,0.003722372,0.00094046,0.001622468,0.030427484,0.006070199,0.83512795,0.019730501,0.022551715,0.007759244,0.314185023,0.001336531,0.043638047,0.005867207,0.002068027,0.22937277,0.646373868,0.195342109,0.4470478,0.004971839,0.02568526,0.326685548,0.015301196,0.01211921,0.00512483,0.000313763,0.644267797,0.002507332,0.002361177,0.007493468,0.328505307,0.000541855,0.615622163,0.852238059,0.526461005,0.403218567,0.095104828,0.288478583,0.000465653,0.000838825,0.064143561,0.014969092,0.083875656,0.00517556,0.199198946,0.012641366,0.193290159,0.002874252,0.00198583,0.000580481,0.004847183,0.006515368,0.025048288,0.218203038,0.000855962,0.005018768,0.009033545,0.033341657,0.070334919,0.133878514,0.085229062,0.089301154,0.157684982,0.002960797,0.001077706,0.819068849,0.430149466,0.000273325,0.001396621,0.092750207,0.009490257,0.000688501,0.08101128,0.003850528,0.001651614,0.019854208,0.027336394,0.002330773,0.455113173,0.037199352,0.004223322,0.000232331,0.003187623,0.002373562,0.002697856,0.018656231,0.010452605,0.001514446,0.003467629,0.000771494,0.051375452,0.008749601,0.044960801,0.014973401,0.001961077,0.047140196,0.009561066,0.006329033,0.012744354,0.000332038,0.006380069,0.027704712,0.036846183,0.001161509,0.02192094,0.00446907,0.011728622,0.041978363,0.215373054,0.014516678,0.280569792,0.006043866,0.042646822,0.859628677,0.026432721,0.075269416,0.082579769,0.037875447,0.003346618,0.636464477,0.001179371,0.617640018,0.129329994,0.0001409,0.000176347,0.166694164,0.017038712,0.025683824,0.000959517,0.323816478,0.000435852,0.031198861,0.272720873,0.004378643,0.078139231,0.850368142,0.233310029,0.053770427,0.02479744,0.002032758,0.022966657,0.003821085,0.028826788,0.01095066,0.261928469,0.073101155,0.056990393,0.310297072,0.175803348,0.004671135,0.00018342,0.032947935,0.029075792,0.041815601,0.001696162,0.001291406,0.019288737,0.005918328,7.88823e-05,0.442903638,0.044958588,0.002289382,0.192480758,0.102394231,0.303485245,0.184085235,0.002166438,0.145643726,0.000570887,0.106693476,0.409022242,0.009533511,0.00393137,0.000483208,0.019090317,0.00026104,0.002186779,0.003738495,0.027626103,0.001376603,0.002768848,0.000783065,0.020305496,0.001036677,0.002478927,0.003605345,0.044628877,0.001699833,0.00930257,0.017163947,0.00131205,0.077730827,0.011090972,0.004499975,0.007319144,0.012160618,0.000407202,0.219265029,0.001249833,0.031117054,0.022233995,0.154746428,0.03359364,0.001014944,0.026893079,0.076103374,0.024811011,0.000166907,0.006832511,0.006790816,0.010579739,0.595873892,0.003674547,0.033211127,0.011120502,0.022665102,0.016390583,0.01776712,0.006513875,0.281054378,0.071944587,0.285929263,0.013055625,0.010238367,0.000367093,0.084654488,0.000309035,0.001172117,0.227417618,0.047660064,0.058080498,0.020658493,0.796227336,0.023189891,0.2997756,0.008038794,0.461991757,0.099994354,0.009061522,0.00526403,0.114475809,0.000153575,0.187503248,0.87540704,0.001610653,0.04954496,0.545371652,0.000652904,0.001975682,0.000219932,0.016875399,0.019930432,0.024307754,0.01483484,0.008894399,0.517561495,0.004051613,0.006037885,0.031816833,0.008797988,0.011319383,0.026865199,0.655695617,0.005286725,0.015998289,0.000327426,0.002179577,49.25,16.667,\N,0.045,weichselian,\N,0.01,weichselian,\N,late Weichselian,Czech Republic,0.035,290,6,4,0.0206896551724138
Afontova Gora II,0.007076395,0.068609707,0.065338746,0.028260591,0.037791789,0.095841601,0.264938921,0.597566724,0.828578711,0.008073711,0.024351876,0.217594966,0.007999509,0.481117457,0.355887413,0.755490899,0.060253374,0.194288284,0.005788344,0.007908732,0.323610276,0.008438115,0.003230813,0.00859002,0.001995371,0.628573656,0.155212492,0.132883698,0.079763457,0.089604698,0.856650352,0.657078028,0.550055802,0.329150528,0.058338087,0.007421088,0.232628241,0.24050802,0.38485992,0.323590934,0.029047012,0.264294058,0.192423731,0.014974703,0.012039184,0.124716595,0.010681462,0.575752079,0.284094185,0.009587028,0.001590806,0.012488282,0.056266289,0.320688844,0.138889983,0.563194811,0.147344813,0.452056438,0.099057265,0.051521312,0.025047578,0.005977646,0.002087197,0.07116051,0.097063981,0.143102363,0.431287974,0.012323976,0.692744255,0.017366223,0.010418009,0.047977813,0.106993303,0.015057523,0.007123648,0.250228226,0.036944102,0.674045384,0.261644304,0.389019996,0.220395714,0.398709744,0.000284458,0.105316252,0.029489163,0.126513094,0.712124765,0.090659492,0.100684896,0.064201787,0.014864327,0.34396261,0.046610761,0.81837666,0.040761992,0.275791407,0.005834498,0.075536594,0.06364017,0.010701252,0.009597769,0.004929867,0.006049437,0.022394175,0.425611824,0.044949129,0.006248701,0.01409088,0.251355171,0.249640629,0.006280402,0.427172959,0.034025721,0.443297714,0.016835986,0.048148964,0.014511896,0.255074888,0.017050335,0.018197857,0.0235407,0.149457246,0.215209216,0.141524106,0.202816278,0.467855126,0.270207435,0.078759171,0.466200888,0.043705527,0.250063032,0.03488994,0.005346874,0.058821458,0.104483165,0.061346423,0.006299085,0.004283885,0.071199715,0.076671705,0.05961505,0.237331659,0.029300848,0.033338476,0.012418545,0.01737324,0.217229784,0.084938116,0.025415469,0.010424308,0.056901798,0.012954354,0.565078437,0.080611996,0.054632541,0.21818018,0.344530672,0.784093976,0.003597489,0.003181941,0.035566315,0.118076079,0.080167808,0.236122772,0.097286478,0.017956471,0.536446333,0.052819185,0.15638034,0.005170703,0.002236142,0.013759077,0.419062674,0.001185818,0.016627939,0.096571088,0.163822323,0.020338016,0.125298917,0.161769569,0.633291841,0.21084857,0.387442946,0.001869744,0.025066162,0.505087554,0.298068821,0.103505455,0.403220534,0.103937708,0.010884319,0.151662067,0.314477295,0.0098905,0.004760772,0.067680374,0.030410277,0.009399021,0.006024516,0.275842935,0.016040681,0.070926525,0.247016698,0.515143633,0.255183548,0.064670362,0.068092868,0.201494619,0.018315597,0.013581212,0.067384049,0.192031503,0.039627526,0.026157385,0.017454477,0.053356875,0.389437616,0.002560213,0.02165471,0.092071302,0.016895719,0.499226034,0.001945073,0.003841747,0.499827206,0.621286094,0.016402187,0.009125327,0.078869753,0.002844968,0.014003442,0.193687782,0.03344287,0.125802144,0.000220939,0.000551408,0.122961,0.010395681,0.021510044,0.065946095,0.047575664,0.090211332,0.166546002,0.060856838,0.005495088,0.003050119,0.130493715,0.039679274,0.004883294,0.106268384,0.08309789,0.179106444,0.003451095,0.285196006,0.358435124,0.073219568,0.017870234,0.174104214,0.476304829,0.31675145,0.010542115,0.289768547,0.005666025,0.28604117,0.020856183,0.051764727,0.049233064,0.064221837,0.165037647,0.049144872,0.071408831,0.210756674,0.037284501,0.000151968,0.331894696,0.03084977,0.10364601,0.032076772,0.001143201,0.57735306,0.007191653,0.007249732,0.002497559,0.037641641,0.028550697,0.038151789,0.005023804,0.013859568,56.0,92.85,\N,0.0209,\N,C14,0.01133,\N,C14,Late Weichselian,Russia,0.00957,290,10,5,0.0344827586206897
Afontova Gora III,0.008261121,0.000181582,0.000816319,0.010158777,0.953519106,4.28457e-05,0.136871532,0.001708237,0.00514006,0.000161666,1.72688e-05,0.005764757,1.52351e-06,0.00069082,0.005621046,0.001869549,0.00028717,0.193534464,0.000165682,3.85341e-06,0.000120951,8.76313e-05,0.000355919,0.000267625,7.25946e-07,0.000147644,0.002291079,0.982294917,4.25452e-05,2.78846e-06,0.007096868,0.921560824,0.000556795,0.021506336,3.63215e-05,6.38517e-07,0.153969124,0.980102718,0.891153634,0.858669102,7.72384e-06,5.63118e-05,0.226667702,0.000236956,0.009854438,1.30359e-05,0.000156211,0.956034243,0.000255105,0.0013712,1.07283e-06,0.000128767,4.43266e-05,0.072391294,0.943006098,0.013928702,0.022191495,0.006166259,0.955840707,0.004671588,3.57443e-05,0.081839487,6.67554e-05,0.324373007,1.26869e-05,0.003189827,0.00096093,0.30895853,0.000262176,5.65169e-07,0.000188541,2.40082e-05,0.000358507,6.47856e-06,0.000151365,2.9075e-05,3.57387e-05,0.020363426,0.001349254,0.006948682,0.001316686,0.031337455,5.58523e-05,0.08738824,1.52887e-06,3.81937e-05,0.988926768,0.001264352,0.020197559,0.000148596,0.476260364,2.25368e-05,0.005983625,0.316458374,0.000875096,4.09312e-05,1.32524e-06,5.96914e-06,7.52008e-06,0.00349019,0.621434331,6.28774e-05,5.57663e-06,2.48668e-06,0.003645722,0.00093297,0.104151756,0.000251126,0.000944829,0.003245593,9.19998e-06,0.279311568,3.28797e-06,0.680136442,0.029372904,5.43795e-06,0.015884835,0.013468479,0.000231086,6.82093e-07,5.58504e-06,1.12128e-05,0.000449858,0.01723008,0.001461445,2.91008e-05,8.82238e-05,5.50024e-06,0.00322131,0.109555505,0.001329114,0.032731544,6.33693e-06,0.000808111,0.290640652,0.000821578,0.023705248,0.146350473,0.002340606,3.95692e-05,0.987908542,2.66063e-05,0.011694459,0.09331435,9.3716e-06,1.76583e-05,0.942501247,0.002453203,0.000827043,0.002069749,0.481264353,0.000366164,0.00869788,0.005832372,0.005402342,1.51383e-05,0.302728951,0.010984555,0.000293235,0.000106776,0.004791084,0.00079212,0.00022477,0.002185351,6.70356e-05,0.353441298,0.0008919,0.004991299,0.020232437,0.000357695,0.001092188,8.6295e-05,0.02972436,1.43816e-05,0.000689187,8.59258e-07,0.000176019,6.1328e-05,0.000781348,0.198894963,0.161187857,0.000640011,0.000786282,0.000236854,0.508560181,0.97068876,0.089137249,0.00056786,0.837998927,0.005232494,0.000413361,0.919543147,0.080823988,0.001005515,2.99137e-05,0.000345054,5.63017e-05,0.000995754,9.45333e-06,2.56771e-05,0.003820137,0.016094226,6.47658e-05,0.000855234,0.000166997,2.44297e-05,0.000210303,0.364325374,9.58495e-05,0.000100053,0.000164211,1.05049e-05,0.029005116,0.050857846,5.47808e-05,0.000622741,0.013982876,4.90364e-05,0.179853648,0.004949561,9.3921e-05,0.016432008,2.15265e-05,0.000107575,0.000567984,0.00778927,0.129578352,0.037031505,0.000396694,0.01565305,0.000190751,0.071620904,0.960045278,0.00070026,7.5379e-06,1.56288e-05,0.004030757,1.63358e-05,0.000875603,0.000614164,0.092856377,7.06149e-05,0.754025936,0.000155004,1.35389e-06,8.87118e-08,0.000969889,7.69611e-05,1.40945e-06,0.00151696,0.000705902,0.036064535,0.001481518,0.012895005,3.01113e-06,0.014712127,0.016181709,0.26169154,0.37298882,0.000226381,6.36006e-06,0.609240353,0.000101508,0.874224961,0.002681543,2.52779e-05,0.000152628,0.028922979,0.000697349,2.18623e-05,0.000348862,0.085732616,3.24111e-06,4.87509e-06,3.70764e-06,1.9505e-06,0.960270941,1.38127e-06,0.000122265,0.002555097,1.49115e-05,0.000303983,0.01129089,0.965170324,2.72121e-06,0.015036554,2.92467e-06,4.6935e-05,56.0,92.85,\N,0.0142,\N,C14,0.0126,\N,C14,Late Weichselian,Russia,0.0016,290,4,2,0.0137931034482759
